Istasyon_No|Istasyon_Adi|YIL|AY|AYLIK_TOPLAM_YAGIS_mm_Manuel
17186|MAN?SA|2021|4|49.2
17186|MAN?SA|2021|5|2.0
17186|MAN?SA|2021|6|42.6
17237|DEN?ZL?|1960|1|104.3
17237|DEN?ZL?|1960|2|50.4
17237|DEN?ZL?|1960|3|53.6
17237|DEN?ZL?|1960|4|62.9
17237|DEN?ZL?|1960|5|32.7
17237|DEN?ZL?|1960|6|38.1
17237|DEN?ZL?|1960|7|0.0
17237|DEN?ZL?|1960|8|0.0
17237|DEN?ZL?|1960|9|2.6
17237|DEN?ZL?|1960|10|6.7
17237|DEN?ZL?|1960|11|28.1
17237|DEN?ZL?|1960|12|185.1
17237|DEN?ZL?|1960|13|564.5
17237|DEN?ZL?|1961|1|83.5
17237|DEN?ZL?|1961|2|103.8
17237|DEN?ZL?|1961|3|78.7
17237|DEN?ZL?|1961|4|29.1
17237|DEN?ZL?|1961|5|21.8
17237|DEN?ZL?|1961|6|6.7
17237|DEN?ZL?|1961|7|10.4
17237|DEN?ZL?|1961|8|28.2
17237|DEN?ZL?|1961|9|11.4
17237|DEN?ZL?|1961|10|48.2
17237|DEN?ZL?|1961|11|8.3
17237|DEN?ZL?|1961|12|125.8
17237|DEN?ZL?|1961|13|555.9
17237|DEN?ZL?|1962|1|82.6
17237|DEN?ZL?|1962|2|116.5
17237|DEN?ZL?|1962|3|67.9
17237|DEN?ZL?|1962|4|41.8
17237|DEN?ZL?|1962|5|41.3
17237|DEN?ZL?|1962|6|28.8
17237|DEN?ZL?|1962|7|7.5
17237|DEN?ZL?|1962|8|7.3
17237|DEN?ZL?|1962|9|50.2
17237|DEN?ZL?|1962|10|55.2
17237|DEN?ZL?|1962|11|69.4
17237|DEN?ZL?|1962|12|188.3
17237|DEN?ZL?|1962|13|756.8
17237|DEN?ZL?|1963|1|136.8
17237|DEN?ZL?|1963|2|62.6
17237|DEN?ZL?|1963|3|49.9
17237|DEN?ZL?|1963|4|71.8
17237|DEN?ZL?|1963|5|122.6
17237|DEN?ZL?|1963|6|31.1
17237|DEN?ZL?|1963|7|9.4
17237|DEN?ZL?|1963|8|2.5
17237|DEN?ZL?|1963|9|2.3
17237|DEN?ZL?|1963|10|52.2
17237|DEN?ZL?|1963|11|26.1
17237|DEN?ZL?|1963|12|18.4
17237|DEN?ZL?|1963|13|585.7
17237|DEN?ZL?|1964|1|4.6
17237|DEN?ZL?|1964|2|55.6
17237|DEN?ZL?|1964|3|60.9
17237|DEN?ZL?|1964|4|6.3
17237|DEN?ZL?|1964|5|57.1
17237|DEN?ZL?|1964|6|41.0
17237|DEN?ZL?|1964|7|0.3
17237|DEN?ZL?|1964|9|11.5
17237|DEN?ZL?|1964|11|67.0
17237|DEN?ZL?|1964|12|143.5
17237|DEN?ZL?|1964|13|447.8
17237|DEN?ZL?|1965|1|63.3
17237|DEN?ZL?|1965|2|202.9
17237|DEN?ZL?|1965|3|58.3
17237|DEN?ZL?|1965|4|111.7
17237|DEN?ZL?|1965|5|77.1
17237|DEN?ZL?|1965|6|3.4
17237|DEN?ZL?|1965|7|0.0
17237|DEN?ZL?|1965|8|0.0
17237|DEN?ZL?|1965|10|17.7
17237|DEN?ZL?|1965|11|75.5
17237|DEN?ZL?|1965|12|141.0
17237|DEN?ZL?|1965|13|750.9
17237|DEN?ZL?|1966|1|258.4
17237|DEN?ZL?|1966|2|24.8
17237|DEN?ZL?|1966|3|100.8
17237|DEN?ZL?|1966|4|23.7
17237|DEN?ZL?|1966|5|48.1
17237|DEN?ZL?|1966|6|4.4
17237|DEN?ZL?|1966|7|15.6
17237|DEN?ZL?|1966|8|9.6
17237|DEN?ZL?|1966|9|48.9
17237|DEN?ZL?|1966|10|5.3
17237|DEN?ZL?|1966|11|31.7
17237|DEN?ZL?|1966|12|170.2
17237|DEN?ZL?|1966|13|741.5
17237|DEN?ZL?|1967|1|60.3
17237|DEN?ZL?|1967|2|37.9
17237|DEN?ZL?|1967|3|27.6
17237|DEN?ZL?|1967|4|66.5
17237|DEN?ZL?|1967|5|40.7
17237|DEN?ZL?|1967|6|7.4
17237|DEN?ZL?|1967|7|12.7
17237|DEN?ZL?|1967|8|0.1
17237|DEN?ZL?|1967|9|23.4
17237|DEN?ZL?|1967|10|28.2
17237|DEN?ZL?|1967|11|30.3
17237|DEN?ZL?|1967|12|106.6
17237|DEN?ZL?|1967|13|441.7
17237|DEN?ZL?|1968|1|214.2
17237|DEN?ZL?|1968|2|58.5
17237|DEN?ZL?|1968|3|108.1
17237|DEN?ZL?|1968|4|50.6
17237|DEN?ZL?|1968|5|2.7
17237|DEN?ZL?|1968|6|10.4
17237|DEN?ZL?|1968|8|8.3
17237|DEN?ZL?|1968|9|45.5
17237|DEN?ZL?|1968|10|45.2
17237|DEN?ZL?|1968|11|47.1
17237|DEN?ZL?|1968|12|124.9
17237|DEN?ZL?|1968|13|715.5
17237|DEN?ZL?|1969|1|88.9
17237|DEN?ZL?|1969|2|74.9
17237|DEN?ZL?|1969|3|80.2
17237|DEN?ZL?|1969|4|77.4
17237|DEN?ZL?|1969|5|53.2
17237|DEN?ZL?|1969|6|13.8
17237|DEN?ZL?|1969|7|9.7
17237|DEN?ZL?|1969|9|0.5
17237|DEN?ZL?|1969|10|13.0
17237|DEN?ZL?|1969|11|49.8
17237|DEN?ZL?|1969|12|148.8
17237|DEN?ZL?|1969|13|610.2
17237|DEN?ZL?|1970|1|57.0
17237|DEN?ZL?|1970|2|98.9
17237|DEN?ZL?|1970|3|60.2
17237|DEN?ZL?|1970|4|12.5
17237|DEN?ZL?|1970|5|10.1
17237|DEN?ZL?|1970|6|14.0
17237|DEN?ZL?|1970|7|2.2
17237|DEN?ZL?|1970|8|19.2
17237|DEN?ZL?|1970|9|3.1
17237|DEN?ZL?|1970|10|49.2
17237|DEN?ZL?|1970|11|46.4
17237|DEN?ZL?|1970|12|85.5
17237|DEN?ZL?|1970|13|458.3
17237|DEN?ZL?|1971|1|57.6
17237|DEN?ZL?|1971|2|99.8
17237|DEN?ZL?|1971|3|86.6
17237|DEN?ZL?|1971|4|44.7
17237|DEN?ZL?|1971|5|20.7
17237|DEN?ZL?|1971|6|62.0
17237|DEN?ZL?|1971|7|9.3
17237|DEN?ZL?|1971|8|33.4
17237|DEN?ZL?|1971|9|3.2
17237|DEN?ZL?|1971|10|6.3
17237|DEN?ZL?|1971|11|81.7
17237|DEN?ZL?|1971|12|86.3
17237|DEN?ZL?|1971|13|591.6
17237|DEN?ZL?|1972|1|22.1
17237|DEN?ZL?|1972|2|91.2
17237|DEN?ZL?|1972|3|33.6
17237|DEN?ZL?|1972|4|56.4
17237|DEN?ZL?|1972|5|46.9
17237|DEN?ZL?|1972|6|50.1
17237|DEN?ZL?|1972|7|35.6
17237|DEN?ZL?|1972|8|35.1
17237|DEN?ZL?|1972|9|2.8
17237|DEN?ZL?|1972|10|108.0
17237|DEN?ZL?|1972|11|22.9
17237|DEN?ZL?|1972|13|504.7
17237|DEN?ZL?|1973|1|29.0
17237|DEN?ZL?|1973|2|158.5
17237|DEN?ZL?|1973|3|25.1
17237|DEN?ZL?|1973|4|36.7
17237|DEN?ZL?|1973|5|16.2
17237|DEN?ZL?|1973|6|8.1
17237|DEN?ZL?|1973|7|57.6
17237|DEN?ZL?|1973|9|1.8
17237|DEN?ZL?|1973|10|57.8
17237|DEN?ZL?|1973|11|23.3
17237|DEN?ZL?|1973|12|55.1
17237|DEN?ZL?|1973|13|469.2
17237|DEN?ZL?|1974|1|62.2
17237|DEN?ZL?|1974|2|67.7
17237|DEN?ZL?|1974|3|53.8
17237|DEN?ZL?|1974|4|48.6
17237|DEN?ZL?|1974|5|22.9
17237|DEN?ZL?|1974|6|5.1
17237|DEN?ZL?|1974|8|10.9
17237|DEN?ZL?|1974|9|5.2
17237|DEN?ZL?|1974|10|19.3
17237|DEN?ZL?|1974|11|22.1
17237|DEN?ZL?|1974|12|54.3
17237|DEN?ZL?|1974|13|372.1
17237|DEN?ZL?|1975|1|56.6
17237|DEN?ZL?|1975|2|47.3
17237|DEN?ZL?|1975|3|71.9
17237|DEN?ZL?|1975|4|98.7
17237|DEN?ZL?|1975|5|53.6
17237|DEN?ZL?|1975|6|18.3
17237|DEN?ZL?|1975|7|0.4
17237|DEN?ZL?|1975|8|0.4
17237|DEN?ZL?|1975|9|9.9
17237|DEN?ZL?|1975|10|21.9
17237|DEN?ZL?|1975|11|107.8
17237|DEN?ZL?|1975|12|90.3
17237|DEN?ZL?|1975|13|577.1
17237|DEN?ZL?|1976|1|84.4
17237|DEN?ZL?|1976|2|51.7
17237|DEN?ZL?|1976|3|47.4
17237|DEN?ZL?|1976|4|83.9
17237|DEN?ZL?|1976|5|38.8
17237|DEN?ZL?|1976|6|7.7
17237|DEN?ZL?|1976|7|38.4
17237|DEN?ZL?|1976|8|6.3
17237|DEN?ZL?|1976|10|45.7
17237|DEN?ZL?|1976|11|50.1
17237|DEN?ZL?|1976|12|156.1
17237|DEN?ZL?|1976|13|610.5
17237|DEN?ZL?|1977|1|28.6
17237|DEN?ZL?|1977|2|31.8
17237|DEN?ZL?|1977|3|34.8
17237|DEN?ZL?|1977|4|78.5
17237|DEN?ZL?|1977|5|2.3
17237|DEN?ZL?|1977|6|25.9
17237|DEN?ZL?|1977|7|19.1
17237|DEN?ZL?|1977|8|0.3
17237|DEN?ZL?|1977|9|32.0
17237|DEN?ZL?|1977|10|29.7
17237|DEN?ZL?|1977|11|4.7
17237|DEN?ZL?|1977|12|50.2
17237|DEN?ZL?|1977|13|337.9
17237|DEN?ZL?|1978|1|151.3
17237|DEN?ZL?|1978|2|211.3
17237|DEN?ZL?|1978|3|104.0
17237|DEN?ZL?|1978|4|40.8
17237|DEN?ZL?|1978|5|12.9
17237|DEN?ZL?|1978|6|7.4
17237|DEN?ZL?|1978|7|0.1
17237|DEN?ZL?|1978|9|29.5
17237|DEN?ZL?|1978|10|97.9
17237|DEN?ZL?|1978|11|42.7
17237|DEN?ZL?|1978|12|74.7
17237|DEN?ZL?|1978|13|772.6
17237|DEN?ZL?|1979|1|203.9
17237|DEN?ZL?|1979|2|30.0
17237|DEN?ZL?|1979|3|40.1
17237|DEN?ZL?|1979|4|20.1
17237|DEN?ZL?|1979|5|126.3
17237|DEN?ZL?|1979|6|18.9
17237|DEN?ZL?|1979|10|52.9
17237|DEN?ZL?|1979|11|113.6
17237|DEN?ZL?|1979|12|65.3
17237|DEN?ZL?|1979|13|671.1
17237|DEN?ZL?|1980|1|146.9
17237|DEN?ZL?|1980|2|34.9
17237|DEN?ZL?|1980|3|95.9
17237|DEN?ZL?|1980|4|59.4
17237|DEN?ZL?|1980|5|50.0
17237|DEN?ZL?|1980|6|6.5
17237|DEN?ZL?|1980|9|35.0
17237|DEN?ZL?|1980|10|30.2
17237|DEN?ZL?|1980|11|75.4
17237|DEN?ZL?|1980|12|102.6
17237|DEN?ZL?|1980|13|636.8
17237|DEN?ZL?|1981|1|206.3
17237|DEN?ZL?|1981|2|77.1
17237|DEN?ZL?|1981|3|50.4
17237|DEN?ZL?|1981|4|20.9
17237|DEN?ZL?|1981|5|41.0
17237|DEN?ZL?|1981|6|34.9
17237|DEN?ZL?|1981|8|1.2
17237|DEN?ZL?|1981|9|0.2
17237|DEN?ZL?|1981|10|1.6
17237|DEN?ZL?|1981|11|75.5
17237|DEN?ZL?|1981|12|156.1
17237|DEN?ZL?|1981|13|665.2
17237|DEN?ZL?|1982|1|67.7
17237|DEN?ZL?|1982|2|43.6
17237|DEN?ZL?|1982|3|30.9
17237|DEN?ZL?|1982|4|79.4
17237|DEN?ZL?|1982|5|25.0
17237|DEN?ZL?|1982|6|30.0
17237|DEN?ZL?|1982|7|19.0
17237|DEN?ZL?|1982|8|2.0
17237|DEN?ZL?|1982|9|2.2
17237|DEN?ZL?|1982|10|53.3
17237|DEN?ZL?|1982|11|16.2
17237|DEN?ZL?|1982|12|65.9
17237|DEN?ZL?|1982|13|435.2
17237|DEN?ZL?|1983|1|89.8
17237|DEN?ZL?|1983|2|87.6
17237|DEN?ZL?|1983|3|55.8
17237|DEN?ZL?|1983|4|63.4
17237|DEN?ZL?|1983|5|16.3
17237|DEN?ZL?|1983|6|45.5
17237|DEN?ZL?|1983|7|54.3
17237|DEN?ZL?|1983|8|11.1
17237|DEN?ZL?|1983|9|7.9
17237|DEN?ZL?|1983|10|7.6
17237|DEN?ZL?|1983|11|111.7
17237|DEN?ZL?|1983|12|126.3
17237|DEN?ZL?|1983|13|677.3
17237|DEN?ZL?|1984|1|121.5
17237|DEN?ZL?|1984|2|76.0
17237|DEN?ZL?|1984|3|102.3
17237|DEN?ZL?|1984|4|103.9
17237|DEN?ZL?|1984|5|3.7
17237|DEN?ZL?|1984|6|0.3
17237|DEN?ZL?|1984|7|28.4
17237|DEN?ZL?|1984|8|2.0
17237|DEN?ZL?|1984|9|0.3
17237|DEN?ZL?|1984|11|63.9
17237|DEN?ZL?|1984|12|17.7
17237|DEN?ZL?|1984|13|520.0
17237|DEN?ZL?|1985|1|174.8
17237|DEN?ZL?|1985|2|100.1
17237|DEN?ZL?|1985|3|64.9
17237|DEN?ZL?|1985|4|22.7
17237|DEN?ZL?|1985|5|31.5
17237|DEN?ZL?|1985|6|42.9
17237|DEN?ZL?|1985|7|1.0
17237|DEN?ZL?|1985|8|7.8
17237|DEN?ZL?|1985|9|1.0
17237|DEN?ZL?|1985|10|39.4
17237|DEN?ZL?|1985|11|34.8
17237|DEN?ZL?|1985|12|39.0
17237|DEN?ZL?|1985|13|559.9
17237|DEN?ZL?|1986|1|81.7
17237|DEN?ZL?|1986|2|97.8
17237|DEN?ZL?|1986|3|5.9
17237|DEN?ZL?|1986|4|13.1
17237|DEN?ZL?|1986|5|18.9
17237|DEN?ZL?|1986|6|32.0
17237|DEN?ZL?|1986|7|3.0
17237|DEN?ZL?|1986|8|20.4
17237|DEN?ZL?|1986|9|82.9
17237|DEN?ZL?|1986|10|19.3
17237|DEN?ZL?|1986|11|4.6
17237|DEN?ZL?|1986|12|104.0
17237|DEN?ZL?|1986|13|483.6
17237|DEN?ZL?|1987|1|94.0
17237|DEN?ZL?|1987|2|42.7
17237|DEN?ZL?|1987|3|94.5
17237|DEN?ZL?|1987|4|51.0
17237|DEN?ZL?|1987|5|47.4
17237|DEN?ZL?|1987|6|49.4
17237|DEN?ZL?|1987|7|11.4
17237|DEN?ZL?|1987|9|0.1
17237|DEN?ZL?|1987|10|6.5
17237|DEN?ZL?|1987|11|62.9
17237|DEN?ZL?|1987|12|68.1
17237|DEN?ZL?|1987|13|528.0
17237|DEN?ZL?|1988|1|13.9
17237|DEN?ZL?|1988|2|96.4
17237|DEN?ZL?|1988|3|114.9
17237|DEN?ZL?|1988|4|48.3
17237|DEN?ZL?|1988|5|44.4
17237|DEN?ZL?|1988|6|8.0
17237|DEN?ZL?|1988|7|17.6
17237|DEN?ZL?|1988|8|19.2
17237|DEN?ZL?|1988|9|3.0
17237|DEN?ZL?|1988|10|51.9
17237|DEN?ZL?|1988|11|107.0
17237|DEN?ZL?|1988|12|80.8
17237|DEN?ZL?|1988|13|605.4
17237|DEN?ZL?|1989|1|8.0
17237|DEN?ZL?|1989|2|11.3
17237|DEN?ZL?|1989|3|40.6
17237|DEN?ZL?|1989|4|2.5
17237|DEN?ZL?|1989|5|35.7
17237|DEN?ZL?|1989|6|4.6
17237|DEN?ZL?|1989|7|8.4
17237|DEN?ZL?|1989|8|0.7
17237|DEN?ZL?|1989|9|2.3
17237|DEN?ZL?|1989|10|82.6
17237|DEN?ZL?|1989|11|114.0
17237|DEN?ZL?|1989|12|36.4
17237|DEN?ZL?|1989|13|347.1
17237|DEN?ZL?|1990|1|22.7
17237|DEN?ZL?|1990|2|48.0
17237|DEN?ZL?|1990|3|39.1
17237|DEN?ZL?|1990|4|35.3
17237|DEN?ZL?|1990|5|17.9
17237|DEN?ZL?|1990|6|7.5
17237|DEN?ZL?|1990|8|3.0
17237|DEN?ZL?|1990|9|53.7
17237|DEN?ZL?|1990|10|23.6
17237|DEN?ZL?|1990|11|41.7
17237|DEN?ZL?|1990|12|126.6
17237|DEN?ZL?|1990|13|419.1
17237|DEN?ZL?|1991|1|42.1
17237|DEN?ZL?|1991|2|24.8
17237|DEN?ZL?|1991|3|41.5
17237|DEN?ZL?|1991|4|86.4
17237|DEN?ZL?|1991|5|41.3
17237|DEN?ZL?|1991|6|1.3
17237|DEN?ZL?|1991|7|35.5
17237|DEN?ZL?|1991|8|0.9
17237|DEN?ZL?|1991|9|0.5
17237|DEN?ZL?|1991|10|48.2
17237|DEN?ZL?|1991|11|32.2
17237|DEN?ZL?|1991|12|121.5
17237|DEN?ZL?|1991|13|476.2
17237|DEN?ZL?|1992|1|1.0
17237|DEN?ZL?|1992|2|10.8
17237|DEN?ZL?|1992|3|62.4
17237|DEN?ZL?|1992|4|61.0
17237|DEN?ZL?|1992|5|48.1
17237|DEN?ZL?|1992|6|86.9
17237|DEN?ZL?|1992|7|2.0
17237|DEN?ZL?|1992|8|36.1
17237|DEN?ZL?|1992|10|9.5
17237|DEN?ZL?|1992|11|60.1
17237|DEN?ZL?|1992|12|93.4
17237|DEN?ZL?|1992|13|471.3
17237|DEN?ZL?|1993|1|52.9
17237|DEN?ZL?|1993|2|66.2
17237|DEN?ZL?|1993|3|70.5
17237|DEN?ZL?|1993|4|26.5
17237|DEN?ZL?|1993|5|86.5
17237|DEN?ZL?|1993|6|19.1
17237|DEN?ZL?|1993|10|1.5
17237|DEN?ZL?|1993|11|74.0
17237|DEN?ZL?|1993|12|67.4
17237|DEN?ZL?|1993|13|464.6
17237|DEN?ZL?|1994|1|77.5
17237|DEN?ZL?|1994|2|44.1
17237|DEN?ZL?|1994|3|61.8
17237|DEN?ZL?|1994|4|33.9
17237|DEN?ZL?|1994|5|60.5
17237|DEN?ZL?|1994|6|26.4
17237|DEN?ZL?|1994|7|48.4
17237|DEN?ZL?|1994|8|7.3
17237|DEN?ZL?|1994|9|5.3
17237|DEN?ZL?|1994|10|43.5
17237|DEN?ZL?|1994|11|117.3
17237|DEN?ZL?|1994|12|53.4
17237|DEN?ZL?|1994|13|579.4
17237|DEN?ZL?|1995|1|65.4
17237|DEN?ZL?|1995|2|41.3
17237|DEN?ZL?|1995|3|128.4
17237|DEN?ZL?|1995|4|57.5
17237|DEN?ZL?|1995|5|20.0
17237|DEN?ZL?|1995|6|1.0
17237|DEN?ZL?|1995|7|184.9
17237|DEN?ZL?|1995|8|2.7
17237|DEN?ZL?|1995|9|2.3
17237|DEN?ZL?|1995|10|78.5
17237|DEN?ZL?|1995|11|102.9
17237|DEN?ZL?|1995|12|48.2
17237|DEN?ZL?|1995|13|733.1
17237|DEN?ZL?|1996|1|31.2
17237|DEN?ZL?|1996|2|121.6
17237|DEN?ZL?|1996|3|71.1
17237|DEN?ZL?|1996|4|42.5
17237|DEN?ZL?|1996|5|20.1
17237|DEN?ZL?|1996|6|0.0
17237|DEN?ZL?|1996|7|8.6
17237|DEN?ZL?|1996|9|16.1
17237|DEN?ZL?|1996|10|30.2
17237|DEN?ZL?|1996|11|42.1
17237|DEN?ZL?|1996|12|89.1
17237|DEN?ZL?|1996|13|472.6
17237|DEN?ZL?|1997|1|13.6
17237|DEN?ZL?|1997|2|30.9
17237|DEN?ZL?|1997|3|60.1
17237|DEN?ZL?|1997|4|117.9
17237|DEN?ZL?|1997|5|61.5
17237|DEN?ZL?|1997|6|52.7
17237|DEN?ZL?|1997|7|0.4
17237|DEN?ZL?|1997|8|15.5
17237|DEN?ZL?|1997|9|1.8
17237|DEN?ZL?|1997|10|38.0
17237|DEN?ZL?|1997|11|52.6
17237|DEN?ZL?|1997|12|121.6
17237|DEN?ZL?|1997|13|566.6
17237|DEN?ZL?|1998|1|45.0
17237|DEN?ZL?|1998|2|68.8
17237|DEN?ZL?|1998|3|135.1
17237|DEN?ZL?|1998|4|69.9
17237|DEN?ZL?|1998|5|93.3
17237|DEN?ZL?|1998|6|21.3
17237|DEN?ZL?|1998|7|6.8
17237|DEN?ZL?|1998|9|6.0
17237|DEN?ZL?|1998|10|16.0
17237|DEN?ZL?|1998|11|89.8
17237|DEN?ZL?|1998|12|107.9
17237|DEN?ZL?|1998|13|659.9
17237|DEN?ZL?|1999|1|140.0
17237|DEN?ZL?|1999|2|139.4
17237|DEN?ZL?|1999|3|70.2
17237|DEN?ZL?|1999|4|42.8
17237|DEN?ZL?|1999|5|8.3
17237|DEN?ZL?|1999|6|42.1
17237|DEN?ZL?|1999|7|16.0
17237|DEN?ZL?|1999|8|80.0
17237|DEN?ZL?|1999|9|16.1
17237|DEN?ZL?|1999|10|18.5
17237|DEN?ZL?|1999|11|24.4
17237|DEN?ZL?|1999|12|40.3
17237|DEN?ZL?|1999|13|638.1
17237|DEN?ZL?|2000|1|65.2
17237|DEN?ZL?|2000|2|113.0
17237|DEN?ZL?|2000|3|104.3
17237|DEN?ZL?|2000|4|88.3
17237|DEN?ZL?|2000|5|33.8
17237|DEN?ZL?|2000|6|32.7
17237|DEN?ZL?|2000|7|5.4
17237|DEN?ZL?|2000|8|4.3
17237|DEN?ZL?|2000|9|0.1
17237|DEN?ZL?|2000|10|8.5
17237|DEN?ZL?|2000|11|38.7
17237|DEN?ZL?|2000|12|44.8
17237|DEN?ZL?|2000|13|539.1
17237|DEN?ZL?|2001|1|8.2
17237|DEN?ZL?|2001|2|77.6
17237|DEN?ZL?|2001|3|33.5
17237|DEN?ZL?|2001|4|58.8
17237|DEN?ZL?|2001|5|73.2
17237|DEN?ZL?|2001|6|2.4
17237|DEN?ZL?|2001|7|3.3
17237|DEN?ZL?|2001|8|19.2
17237|DEN?ZL?|2001|9|1.0
17237|DEN?ZL?|2001|10|5.5
17237|DEN?ZL?|2001|11|107.0
17237|DEN?ZL?|2001|12|227.5
17237|DEN?ZL?|2001|13|617.2
17237|DEN?ZL?|2002|1|63.4
17237|DEN?ZL?|2002|2|27.6
17237|DEN?ZL?|2002|3|70.7
17237|DEN?ZL?|2002|4|115.9
17237|DEN?ZL?|2002|5|15.3
17237|DEN?ZL?|2002|6|4.3
17237|DEN?ZL?|2002|7|5.9
17237|DEN?ZL?|2002|8|3.7
17237|DEN?ZL?|2002|9|49.8
17237|DEN?ZL?|2002|10|38.0
17237|DEN?ZL?|2002|11|58.4
17237|DEN?ZL?|2002|12|123.2
17237|DEN?ZL?|2002|13|576.2
17237|DEN?ZL?|2003|1|72.9
17237|DEN?ZL?|2003|2|167.1
17237|DEN?ZL?|2003|3|44.1
17237|DEN?ZL?|2003|4|72.8
17237|DEN?ZL?|2003|5|36.6
17237|DEN?ZL?|2003|6|18.9
17237|DEN?ZL?|2003|7|0.8
17237|DEN?ZL?|2003|8|2.5
17237|DEN?ZL?|2003|10|41.0
17237|DEN?ZL?|2003|11|19.3
17237|DEN?ZL?|2003|12|109.3
17237|DEN?ZL?|2003|13|585.3
17237|DEN?ZL?|2004|1|190.7
17237|DEN?ZL?|2004|2|66.5
17237|DEN?ZL?|2004|3|7.9
17237|DEN?ZL?|2004|4|95.8
17237|DEN?ZL?|2004|5|18.7
17237|DEN?ZL?|2004|6|2.3
17237|DEN?ZL?|2004|7|6.6
17237|DEN?ZL?|2004|8|0.1
17237|DEN?ZL?|2004|9|0.3
17237|DEN?ZL?|2004|10|18.1
17237|DEN?ZL?|2004|11|69.1
17237|DEN?ZL?|2004|12|17.9
17237|DEN?ZL?|2004|13|494.0
17237|DEN?ZL?|2005|1|32.9
17237|DEN?ZL?|2005|2|79.6
17237|DEN?ZL?|2005|3|64.2
17237|DEN?ZL?|2005|4|21.3
17237|DEN?ZL?|2005|5|65.9
17237|DEN?ZL?|2005|6|16.7
17237|DEN?ZL?|2005|7|21.4
17237|DEN?ZL?|2005|8|0.1
17237|DEN?ZL?|2005|9|36.8
17237|DEN?ZL?|2005|10|33.0
17237|DEN?ZL?|2005|11|102.8
17237|DEN?ZL?|2005|12|68.6
17237|DEN?ZL?|2005|13|543.3
17237|DEN?ZL?|2006|1|72.9
17237|DEN?ZL?|2006|2|73.3
17237|DEN?ZL?|2006|3|118.9
17237|DEN?ZL?|2006|4|38.6
17237|DEN?ZL?|2006|5|40.4
17237|DEN?ZL?|2006|6|45.0
17237|DEN?ZL?|2006|7|20.0
17237|DEN?ZL?|2006|9|15.7
17237|DEN?ZL?|2006|10|49.6
17237|DEN?ZL?|2006|11|31.5
17237|DEN?ZL?|2006|12|4.7
17237|DEN?ZL?|2006|13|510.6
17237|DEN?ZL?|2007|1|93.4
17237|DEN?ZL?|2007|2|77.3
17237|DEN?ZL?|2007|3|25.0
17237|DEN?ZL?|2007|4|38.5
17237|DEN?ZL?|2007|5|16.6
17237|DEN?ZL?|2007|6|13.7
17237|DEN?ZL?|2007|7|1.6
17237|DEN?ZL?|2007|8|3.4
17237|DEN?ZL?|2007|9|14.6
17237|DEN?ZL?|2007|10|53.3
17237|DEN?ZL?|2007|11|98.2
17237|DEN?ZL?|2007|12|98.8
17237|DEN?ZL?|2007|13|546.0
17237|DEN?ZL?|2008|1|15.8
17237|DEN?ZL?|2008|2|34.2
17237|DEN?ZL?|2008|3|51.5
17237|DEN?ZL?|2008|4|47.9
17237|DEN?ZL?|2008|5|0.1
17237|DEN?ZL?|2008|6|2.5
17237|DEN?ZL?|2008|7|6.0
17237|DEN?ZL?|2008|8|17.4
17237|DEN?ZL?|2008|9|19.3
17237|DEN?ZL?|2008|10|24.6
17237|DEN?ZL?|2008|11|78.4
17237|DEN?ZL?|2008|12|25.2
17237|DEN?ZL?|2008|13|339.3
17237|DEN?ZL?|2009|1|171.2
17237|DEN?ZL?|2009|2|166.4
17237|DEN?ZL?|2009|3|93.8
17237|DEN?ZL?|2009|4|57.8
17237|DEN?ZL?|2009|5|65.6
17237|DEN?ZL?|2009|6|3.2
17237|DEN?ZL?|2009|8|0.3
17237|DEN?ZL?|2009|9|14.5
17237|DEN?ZL?|2009|10|14.7
17237|DEN?ZL?|2009|11|118.9
17237|DEN?ZL?|2009|12|94.2
17237|DEN?ZL?|2009|13|800.6
17237|DEN?ZL?|2010|1|85.6
17237|DEN?ZL?|2010|2|111.8
17237|DEN?ZL?|2010|3|34.5
17237|DEN?ZL?|2010|4|70.5
17237|DEN?ZL?|2010|5|33.8
17237|DEN?ZL?|2010|6|128.2
17237|DEN?ZL?|2010|7|13.3
17237|DEN?ZL?|2010|8|6.6
17237|DEN?ZL?|2010|9|0.0
17237|DEN?ZL?|2010|10|91.8
17237|DEN?ZL?|2010|11|13.6
17237|DEN?ZL?|2010|12|157.7
17237|DEN?ZL?|2010|13|747.4
17237|DEN?ZL?|2011|1|77.3
17237|DEN?ZL?|2011|2|62.8
17237|DEN?ZL?|2011|3|44.4
17237|DEN?ZL?|2011|4|83.8
17237|DEN?ZL?|2011|5|120.6
17237|DEN?ZL?|2011|6|13.6
17237|DEN?ZL?|2011|8|0.2
17237|DEN?ZL?|2011|9|7.0
17237|DEN?ZL?|2011|10|96.9
17237|DEN?ZL?|2011|11|0.0
17237|DEN?ZL?|2011|12|68.3
17237|DEN?ZL?|2011|13|574.9
17237|DEN?ZL?|2012|1|288.8
17237|DEN?ZL?|2012|2|100.8
17237|DEN?ZL?|2012|3|30.0
17237|DEN?ZL?|2012|4|50.7
17237|DEN?ZL?|2012|5|55.5
17237|DEN?ZL?|2012|6|2.6
17237|DEN?ZL?|2012|7|6.2
17237|DEN?ZL?|2012|8|15.1
17237|DEN?ZL?|2012|9|0.0
17237|DEN?ZL?|2012|10|26.6
17237|DEN?ZL?|2012|11|50.6
17237|DEN?ZL?|2012|12|153.3
17237|DEN?ZL?|2012|13|780.2
17237|DEN?ZL?|2013|1|124.6
