Istasyon_No|Istasyon_Adi|YIL|AY|AYLIK_TOPLAM_YAGIS_mm
17886|YATA?AN|2012|1|162.8
17886|YATA?AN|2012|2|128.8
17886|YATA?AN|2012|3|22.4
17886|YATA?AN|2012|4|77.2
17886|YATA?AN|2012|5|77.8
17886|YATA?AN|2012|6|0.2
17886|YATA?AN|2012|7|0.0
17886|YATA?AN|2012|8|10.0
17886|YATA?AN|2012|9|0.0
17886|YATA?AN|2012|10|27.4
17886|YATA?AN|2012|11|28.2
17886|YATA?AN|2012|12|242.6
17886|YATA?AN|2012|13|777.4
17886|YATA?AN|2013|1|159.6
17886|YATA?AN|2013|2|168.6
17886|YATA?AN|2013|3|36.8
17886|YATA?AN|2013|4|73.8
17886|YATA?AN|2013|5|16.4
17886|YATA?AN|2013|6|9.4
17886|YATA?AN|2013|7|43.2
17886|YATA?AN|2013|8|17.2
17886|YATA?AN|2013|9|4.4
17886|YATA?AN|2013|10|83.4
17886|YATA?AN|2013|11|136.4
17886|YATA?AN|2013|12|25.8
17886|YATA?AN|2013|13|775.0
17886|YATA?AN|2014|1|92.6
17886|YATA?AN|2014|2|21.6
17886|YATA?AN|2014|3|107.2
17886|YATA?AN|2014|4|55.4
17886|YATA?AN|2014|5|48.8
17886|YATA?AN|2014|6|60.0
17886|YATA?AN|2014|7|11.2
17886|YATA?AN|2014|8|0.0
17886|YATA?AN|2014|9|39.2
17886|YATA?AN|2014|10|74.0
17886|YATA?AN|2014|11|49.2
17886|YATA?AN|2014|12|237.9
17886|YATA?AN|2014|13|797.1
17886|YATA?AN|2015|1|131.4
17886|YATA?AN|2015|2|144.3
17886|YATA?AN|2015|3|85.2
17886|YATA?AN|2015|4|24.4
17886|YATA?AN|2015|5|39.0
17886|YATA?AN|2015|6|19.6
17886|YATA?AN|2015|7|1.2
17886|YATA?AN|2015|8|7.2
17886|YATA?AN|2015|9|54.3
17886|YATA?AN|2015|10|57.1
17886|YATA?AN|2015|11|50.6
17886|YATA?AN|2015|12|0.2
17886|YATA?AN|2015|13|614.5
17886|YATA?AN|2016|1|156.2
17886|YATA?AN|2016|2|30.6
17886|YATA?AN|2016|3|106.8
17886|YATA?AN|2016|4|18.8
17886|YATA?AN|2016|5|75.2
17886|YATA?AN|2016|6|6.2
17886|YATA?AN|2016|7|5.6
17886|YATA?AN|2016|8|23.8
17886|YATA?AN|2016|9|25.9
17886|YATA?AN|2016|10|1.4
17886|YATA?AN|2016|11|80.4
17886|YATA?AN|2016|12|10.8
17886|YATA?AN|2016|13|541.7
17886|YATA?AN|2017|1|182.6
17886|YATA?AN|2017|2|7.4
17886|YATA?AN|2017|3|113.0
17886|YATA?AN|2017|4|58.6
17886|YATA?AN|2017|5|88.8
17886|YATA?AN|2017|6|15.4
17886|YATA?AN|2017|7|0.0
17886|YATA?AN|2017|8|20.0
17886|YATA?AN|2017|9|0.0
17886|YATA?AN|2017|10|47.2
17886|YATA?AN|2017|11|46.4
17886|YATA?AN|2017|12|57.6
17886|YATA?AN|2017|13|637.0
17886|YATA?AN|2018|1|77.2
17886|YATA?AN|2018|2|70.0
17886|YATA?AN|2018|3|43.2
17886|YATA?AN|2018|4|5.4
17886|YATA?AN|2018|5|96.2
17886|YATA?AN|2018|6|27.4
17886|YATA?AN|2018|7|6.8
17886|YATA?AN|2018|8|22.8
17886|YATA?AN|2018|9|13.0
17886|YATA?AN|2018|10|22.2
17886|YATA?AN|2018|11|75.8
17886|YATA?AN|2018|12|141.0
17886|YATA?AN|2018|13|601.0
17886|YATA?AN|2019|1|340.8
17886|YATA?AN|2019|2|58.6
17886|YATA?AN|2019|3|40.4
17886|YATA?AN|2019|4|65.8
17886|YATA?AN|2019|5|7.4
17886|YATA?AN|2019|6|31.4
17886|YATA?AN|2019|7|17.0
17886|YATA?AN|2019|8|0.2
17886|YATA?AN|2019|9|34.0
17886|YATA?AN|2019|10|44.6
17886|YATA?AN|2019|11|88.2
17886|YATA?AN|2019|12|97.2
17886|YATA?AN|2019|13|825.6
17886|YATA?AN|2020|1|70.2
17886|YATA?AN|2020|2|82.2
17886|YATA?AN|2020|3|68.0
17886|YATA?AN|2020|4|23.6
17886|YATA?AN|2020|5|38.8
17886|YATA?AN|2020|6|15.6
17886|YATA?AN|2020|7|22.3
17886|YATA?AN|2020|8|7.0
17886|YATA?AN|2020|9|2.6
17886|YATA?AN|2020|10|35.6
17886|YATA?AN|2020|11|3.8
17886|YATA?AN|2020|12|22.0
17886|YATA?AN|2020|13|391.7
17886|YATA?AN|2021|1|109.8
17886|YATA?AN|2021|2|23.8
17886|YATA?AN|2021|3|37.6
17886|YATA?AN|2021|4|19.6
17886|YATA?AN|2021|5|0.0
17886|YATA?AN|2021|6|43.2
17924|K?YCE??Z|2005|2|220.8
17924|K?YCE??Z|2005|3|110.6
17924|K?YCE??Z|2005|4|42.0
17924|K?YCE??Z|2005|5|15.0
17924|K?YCE??Z|2005|6|11.4
17924|K?YCE??Z|2005|7|0.4
17924|K?YCE??Z|2005|8|0.0
17924|K?YCE??Z|2005|9|37.4
17924|K?YCE??Z|2005|10|2.2
17924|K?YCE??Z|2005|11|133.8
17924|K?YCE??Z|2005|12|136.8
17924|K?YCE??Z|2005|13|710.4
17924|K?YCE??Z|2006|1|97.8
17924|K?YCE??Z|2006|2|237.2
17924|K?YCE??Z|2006|3|169.4
17924|K?YCE??Z|2006|4|30.8
17924|K?YCE??Z|2006|5|9.4
17924|K?YCE??Z|2006|6|13.8
17924|K?YCE??Z|2006|7|15.6
17924|K?YCE??Z|2006|8|0.0
17924|K?YCE??Z|2006|9|60.4
17924|K?YCE??Z|2006|10|87.2
17924|K?YCE??Z|2006|11|18.0
17924|K?YCE??Z|2006|12|10.2
17924|K?YCE??Z|2006|13|749.8
17924|K?YCE??Z|2007|1|62.0
17924|K?YCE??Z|2007|2|206.0
17924|K?YCE??Z|2007|3|29.4
17924|K?YCE??Z|2007|4|46.2
17924|K?YCE??Z|2007|5|34.2
17924|K?YCE??Z|2007|6|0.2
17924|K?YCE??Z|2007|7|19.8
17924|K?YCE??Z|2007|8|0.2
17924|K?YCE??Z|2007|9|0.0
17924|K?YCE??Z|2007|10|76.2
17924|K?YCE??Z|2007|11|208.2
17924|K?YCE??Z|2007|12|184.8
17924|K?YCE??Z|2007|13|867.2
17924|K?YCE??Z|2008|1|57.6
17924|K?YCE??Z|2008|2|69.0
17924|K?YCE??Z|2008|3|94.8
17924|K?YCE??Z|2008|4|105.4
17924|K?YCE??Z|2008|5|19.6
17924|K?YCE??Z|2008|6|0.0
17924|K?YCE??Z|2008|7|6.8
17924|K?YCE??Z|2008|8|0.0
17924|K?YCE??Z|2008|9|85.6
17924|K?YCE??Z|2008|10|127.0
17924|K?YCE??Z|2008|11|100.4
17924|K?YCE??Z|2008|12|33.4
17924|K?YCE??Z|2008|13|699.6
17924|K?YCE??Z|2009|1|354.4
17924|K?YCE??Z|2009|2|262.4
17924|K?YCE??Z|2009|3|128.6
17924|K?YCE??Z|2009|4|79.2
17924|K?YCE??Z|2009|5|112.4
17924|K?YCE??Z|2009|6|3.4
17924|K?YCE??Z|2009|7|0.0
17924|K?YCE??Z|2009|8|0.0
17924|K?YCE??Z|2009|9|30.4
17924|K?YCE??Z|2009|10|190.4
17924|K?YCE??Z|2009|11|207.8
17924|K?YCE??Z|2009|12|272.6
17924|K?YCE??Z|2009|13|1641.6
17924|K?YCE??Z|2010|1|186.6
17924|K?YCE??Z|2010|2|278.0
17924|K?YCE??Z|2010|3|10.2
17924|K?YCE??Z|2010|4|46.2
17924|K?YCE??Z|2010|5|35.8
17924|K?YCE??Z|2010|6|38.0
17924|K?YCE??Z|2010|7|0.4
17924|K?YCE??Z|2010|8|0.0
17924|K?YCE??Z|2010|9|14.0
17924|K?YCE??Z|2010|10|101.6
17924|K?YCE??Z|2010|11|63.4
17924|K?YCE??Z|2010|12|162.6
17924|K?YCE??Z|2010|13|936.8
17924|K?YCE??Z|2011|1|217.2
17924|K?YCE??Z|2011|2|167.6
17924|K?YCE??Z|2011|3|29.4
17924|K?YCE??Z|2011|4|92.0
17924|K?YCE??Z|2011|5|25.2
17924|K?YCE??Z|2011|6|3.2
17924|K?YCE??Z|2011|7|3.4
17924|K?YCE??Z|2011|8|0.0
17924|K?YCE??Z|2011|9|19.4
17924|K?YCE??Z|2011|10|190.2
17924|K?YCE??Z|2011|11|9.8
17924|K?YCE??Z|2011|12|336.4
17924|K?YCE??Z|2011|13|1093.8
17924|K?YCE??Z|2012|1|458.2
17924|K?YCE??Z|2012|2|229.8
17924|K?YCE??Z|2012|3|58.4
17924|K?YCE??Z|2012|4|138.0
17924|K?YCE??Z|2012|5|87.8
17924|K?YCE??Z|2012|6|1.2
17924|K?YCE??Z|2012|7|0.0
17924|K?YCE??Z|2012|8|0.0
17924|K?YCE??Z|2012|9|0.6
17924|K?YCE??Z|2012|10|81.2
17924|K?YCE??Z|2012|11|61.8
17924|K?YCE??Z|2012|12|328.6
17924|K?YCE??Z|2012|13|1445.6
17924|K?YCE??Z|2013|1|310.8
17924|K?YCE??Z|2013|2|304.0
17924|K?YCE??Z|2013|3|76.8
17924|K?YCE??Z|2013|4|83.2
17924|K?YCE??Z|2013|5|50.4
17924|K?YCE??Z|2013|6|5.4
17924|K?YCE??Z|2013|7|4.6
17924|K?YCE??Z|2013|8|0.0
17924|K?YCE??Z|2013|9|1.0
17924|K?YCE??Z|2013|10|302.0
17924|K?YCE??Z|2013|11|222.8
17924|K?YCE??Z|2013|12|75.4
17924|K?YCE??Z|2013|13|1436.4
17924|K?YCE??Z|2014|1|232.8
17924|K?YCE??Z|2014|2|32.8
17924|K?YCE??Z|2014|3|115.4
17924|K?YCE??Z|2014|4|74.2
17924|K?YCE??Z|2014|5|78.2
17924|K?YCE??Z|2014|6|12.8
17924|K?YCE??Z|2014|7|0.0
17924|K?YCE??Z|2014|8|0.8
17924|K?YCE??Z|2014|9|29.8
17924|K?YCE??Z|2014|10|154.8
17924|K?YCE??Z|2014|11|179.7
17924|K?YCE??Z|2014|12|337.6
17924|K?YCE??Z|2014|13|1248.9
17924|K?YCE??Z|2015|1|489.5
17924|K?YCE??Z|2015|2|207.7
17924|K?YCE??Z|2015|3|224.4
17924|K?YCE??Z|2015|4|65.5
17924|K?YCE??Z|2015|5|35.5
17924|K?YCE??Z|2015|6|48.0
17924|K?YCE??Z|2015|7|0.2
17924|K?YCE??Z|2015|8|0.0
17924|K?YCE??Z|2015|9|73.3
17924|K?YCE??Z|2015|10|276.9
17924|K?YCE??Z|2015|11|173.4
17924|K?YCE??Z|2015|12|0.0
17924|K?YCE??Z|2015|13|1594.4
17924|K?YCE??Z|2016|1|192.2
17924|K?YCE??Z|2016|2|63.3
17924|K?YCE??Z|2016|3|147.5
17924|K?YCE??Z|2016|4|15.7
17924|K?YCE??Z|2016|5|92.1
17924|K?YCE??Z|2016|6|4.7
17924|K?YCE??Z|2016|7|0.0
17924|K?YCE??Z|2016|8|0.6
17924|K?YCE??Z|2016|9|0.0
17924|K?YCE??Z|2016|10|0.0
17924|K?YCE??Z|2016|11|114.5
17924|K?YCE??Z|2016|12|53.9
17924|K?YCE??Z|2016|13|684.5
17924|K?YCE??Z|2017|1|235.9
17924|K?YCE??Z|2017|2|10.6
17924|K?YCE??Z|2017|3|147.7
17924|K?YCE??Z|2017|4|35.9
17924|K?YCE??Z|2017|5|23.8
17924|K?YCE??Z|2017|6|3.4
17924|K?YCE??Z|2017|7|0.0
17924|K?YCE??Z|2017|8|7.1
17924|K?YCE??Z|2017|9|0.0
17924|K?YCE??Z|2017|10|127.9
17924|K?YCE??Z|2017|11|205.8
17924|K?YCE??Z|2017|12|156.3
17924|K?YCE??Z|2017|13|954.4
17924|K?YCE??Z|2018|1|152.4
17924|K?YCE??Z|2018|2|77.3
17924|K?YCE??Z|2018|3|96.5
17924|K?YCE??Z|2018|4|3.1
17924|K?YCE??Z|2018|5|58.9
17924|K?YCE??Z|2018|6|10.2
17924|K?YCE??Z|2018|7|0.0
17924|K?YCE??Z|2018|8|1.8
17924|K?YCE??Z|2018|9|13.5
17924|K?YCE??Z|2018|10|96.7
17924|K?YCE??Z|2018|11|263.3
17924|K?YCE??Z|2018|12|177.5
17924|K?YCE??Z|2018|13|951.2
17924|K?YCE??Z|2019|1|442.4
17924|K?YCE??Z|2019|2|102.8
17924|K?YCE??Z|2019|3|61.8
17924|K?YCE??Z|2019|4|177.4
17924|K?YCE??Z|2019|5|15.0
17924|K?YCE??Z|2019|6|5.9
17924|K?YCE??Z|2019|7|54.2
17924|K?YCE??Z|2019|8|1.1
17924|K?YCE??Z|2019|9|26.5
17924|K?YCE??Z|2019|10|131.8
17924|K?YCE??Z|2019|11|129.0
17924|K?YCE??Z|2019|12|226.4
17924|K?YCE??Z|2019|13|1374.3
17924|K?YCE??Z|2020|1|178.9
17924|K?YCE??Z|2020|2|147.7
17924|K?YCE??Z|2020|3|39.8
17924|K?YCE??Z|2020|4|38.7
17924|K?YCE??Z|2020|5|72.5
17924|K?YCE??Z|2020|6|5.7
17924|K?YCE??Z|2020|7|19.4
17924|K?YCE??Z|2020|8|0.0
17924|K?YCE??Z|2020|9|0.7
17924|K?YCE??Z|2020|10|85.7
17924|K?YCE??Z|2020|11|24.6
17924|K?YCE??Z|2020|12|42.3
17924|K?YCE??Z|2020|13|656.0
17924|K?YCE??Z|2021|1|306.5
17924|K?YCE??Z|2021|2|68.4
17924|K?YCE??Z|2021|3|68.4
17924|K?YCE??Z|2021|4|27.7
17924|K?YCE??Z|2021|5|0.3
17924|K?YCE??Z|2021|6|14.2
18032|KARABURUN|2012|2|0.0
18032|KARABURUN|2012|3|28.4
18032|KARABURUN|2012|4|284.5
18032|KARABURUN|2012|5|35.8
18032|KARABURUN|2012|6|0.0
18032|KARABURUN|2012|7|2.4
18032|KARABURUN|2012|10|0.0
18032|KARABURUN|2012|11|126.2
18032|KARABURUN|2012|12|614.3
18032|KARABURUN|2013|1|868.1
18032|KARABURUN|2013|2|358.0
18032|KARABURUN|2013|3|278.4
18032|KARABURUN|2013|4|37.7
18032|KARABURUN|2013|5|44.4
18032|KARABURUN|2013|6|23.5
18032|KARABURUN|2013|7|0.0
18032|KARABURUN|2013|8|0.0
18032|KARABURUN|2013|9|26.4
18032|KARABURUN|2013|10|114.2
18032|KARABURUN|2013|11|126.1
18032|KARABURUN|2013|12|8.8
18032|KARABURUN|2013|13|1885.6
18032|KARABURUN|2014|1|73.5
18032|KARABURUN|2014|2|7.3
18032|KARABURUN|2014|3|70.6
18032|KARABURUN|2014|4|63.5
18032|KARABURUN|2014|5|9.9
18032|KARABURUN|2014|6|17.8
18032|KARABURUN|2014|7|0.0
18032|KARABURUN|2014|8|1.1
18032|KARABURUN|2014|9|7.0
18032|KARABURUN|2014|10|33.0
18032|KARABURUN|2014|11|24.0
18032|KARABURUN|2014|12|140.3
18032|KARABURUN|2014|13|448.0
18032|KARABURUN|2015|1|244.6
18032|KARABURUN|2015|2|806.7
18032|KARABURUN|2015|3|118.4
18032|KARABURUN|2015|4|35.4
18032|KARABURUN|2015|5|16.3
18032|KARABURUN|2015|6|47.8
18032|KARABURUN|2015|7|0.0
18032|KARABURUN|2015|8|0.0
18032|KARABURUN|2015|9|8.8
18032|KARABURUN|2015|10|162.4
18032|KARABURUN|2015|11|34.0
18032|KARABURUN|2015|12|0.0
18032|KARABURUN|2015|13|1474.4
18032|KARABURUN|2016|1|192.8
18032|KARABURUN|2016|2|59.9
18032|KARABURUN|2016|3|53.6
18032|KARABURUN|2016|4|5.4
18032|KARABURUN|2016|5|13.7
18032|KARABURUN|2016|6|14.5
18032|KARABURUN|2016|7|0.0
18032|KARABURUN|2016|8|0.0
18032|KARABURUN|2016|9|0.4
18032|KARABURUN|2016|10|11.7
18032|KARABURUN|2016|11|53.5
18032|KARABURUN|2016|12|17.0
18032|KARABURUN|2016|13|422.5
18032|KARABURUN|2017|1|175.1
18032|KARABURUN|2017|2|32.2
18032|KARABURUN|2017|3|84.1
18032|KARABURUN|2017|4|11.3
18032|KARABURUN|2017|5|23.5
18032|KARABURUN|2017|6|0.4
18032|KARABURUN|2017|7|9.3
18032|KARABURUN|2017|8|0.0
18032|KARABURUN|2017|9|0.0
18032|KARABURUN|2017|10|19.8
18032|KARABURUN|2017|11|45.0
18032|KARABURUN|2017|12|113.8
18032|KARABURUN|2017|13|514.5
18032|KARABURUN|2018|1|107.3
18032|KARABURUN|2018|2|119.1
18032|KARABURUN|2018|3|31.1
18032|KARABURUN|2018|4|1.1
18032|KARABURUN|2018|5|7.3
18032|KARABURUN|2018|6|49.0
18032|KARABURUN|2018|7|0.0
18032|KARABURUN|2018|8|0.0
18032|KARABURUN|2018|9|22.5
18032|KARABURUN|2018|10|20.5
18032|KARABURUN|2018|11|85.2
18032|KARABURUN|2018|12|86.3
18032|KARABURUN|2018|13|529.4
18032|KARABURUN|2019|1|258.7
18032|KARABURUN|2019|2|81.2
18032|KARABURUN|2019|3|42.0
18032|KARABURUN|2019|4|75.0
18032|KARABURUN|2019|5|0.5
18032|KARABURUN|2019|6|7.7
18032|KARABURUN|2019|7|23.1
18032|KARABURUN|2019|8|0.3
18032|KARABURUN|2019|9|6.4
18032|KARABURUN|2019|10|29.3
18032|KARABURUN|2019|11|30.8
18032|KARABURUN|2019|12|94.2
18032|KARABURUN|2019|13|649.2
18032|KARABURUN|2020|1|51.7
18032|KARABURUN|2020|2|88.2
18032|KARABURUN|2020|3|65.2
18032|KARABURUN|2020|4|48.7
18032|KARABURUN|2020|5|54.2
18032|KARABURUN|2020|6|27.5
18032|KARABURUN|2020|7|0.0
18032|KARABURUN|2020|8|0.1
18032|KARABURUN|2020|9|0.0
18032|KARABURUN|2020|10|52.5
18032|KARABURUN|2020|11|0.2
18032|KARABURUN|2020|12|208.5
18032|KARABURUN|2020|13|596.8
18032|KARABURUN|2021|1|153.3
18032|KARABURUN|2021|2|68.1
18032|KARABURUN|2021|3|90.6
18032|KARABURUN|2021|4|26.8
18032|KARABURUN|2021|5|2.5
18032|KARABURUN|2021|6|13.7
18298|DEN?ZL?/BOZKURT|2014|2|0.0
18298|DEN?ZL?/BOZKURT|2014|3|9.7
18298|DEN?ZL?/BOZKURT|2014|4|30.6
18298|DEN?ZL?/BOZKURT|2014|5|56.8
18298|DEN?ZL?/BOZKURT|2014|6|22.6
18298|DEN?ZL?/BOZKURT|2014|7|1.4
18298|DEN?ZL?/BOZKURT|2014|8|36.5
18298|DEN?ZL?/BOZKURT|2014|9|109.0
18298|DEN?ZL?/BOZKURT|2014|10|34.2
18298|DEN?ZL?/BOZKURT|2014|11|41.0
18298|DEN?ZL?/BOZKURT|2014|12|46.6
18298|DEN?ZL?/BOZKURT|2015|1|91.7
18298|DEN?ZL?/BOZKURT|2015|2|58.0
18298|DEN?ZL?/BOZKURT|2015|3|111.4
18298|DEN?ZL?/BOZKURT|2015|4|36.6
18298|DEN?ZL?/BOZKURT|2015|5|52.3
18298|DEN?ZL?/BOZKURT|2015|6|65.5
18298|DEN?ZL?/BOZKURT|2015|7|18.2
18298|DEN?ZL?/BOZKURT|2015|8|36.8
18298|DEN?ZL?/BOZKURT|2015|9|10.7
18298|DEN?ZL?/BOZKURT|2015|10|15.0
18298|DEN?ZL?/BOZKURT|2015|11|10.3
18298|DEN?ZL?/BOZKURT|2015|12|0.8
18298|DEN?ZL?/BOZKURT|2015|13|507.3
18298|DEN?ZL?/BOZKURT|2016|1|57.1
18298|DEN?ZL?/BOZKURT|2016|2|12.7
18298|DEN?ZL?/BOZKURT|2016|3|46.6
18298|DEN?ZL?/BOZKURT|2016|4|18.0
18298|DEN?ZL?/BOZKURT|2016|5|70.7
18298|DEN?ZL?/BOZKURT|2016|6|39.0
18298|DEN?ZL?/BOZKURT|2016|7|1.8
18298|DEN?ZL?/BOZKURT|2016|8|4.0
18298|DEN?ZL?/BOZKURT|2016|9|19.9
18298|DEN?ZL?/BOZKURT|2016|10|9.1
18298|DEN?ZL?/BOZKURT|2016|11|40.9
18298|DEN?ZL?/BOZKURT|2016|12|8.0
18298|DEN?ZL?/BOZKURT|2016|13|327.8
18298|DEN?ZL?/BOZKURT|2017|1|50.7
18298|DEN?ZL?/BOZKURT|2017|2|0.5
18298|DEN?ZL?/BOZKURT|2017|3|29.5
18298|DEN?ZL?/BOZKURT|2017|4|40.1
18298|DEN?ZL?/BOZKURT|2017|5|88.6
18298|DEN?ZL?/BOZKURT|2017|6|16.2
18298|DEN?ZL?/BOZKURT|2017|7|0.0
18298|DEN?ZL?/BOZKURT|2017|8|34.8
18298|DEN?ZL?/BOZKURT|2017|9|4.2
18298|DEN?ZL?/BOZKURT|2017|10|26.7
18298|DEN?ZL?/BOZKURT|2017|11|40.1
18298|DEN?ZL?/BOZKURT|2017|12|30.8
18298|DEN?ZL?/BOZKURT|2017|13|362.2
18298|DEN?ZL?/BOZKURT|2018|1|50.4
18298|DEN?ZL?/BOZKURT|2018|2|26.4
18298|DEN?ZL?/BOZKURT|2018|3|48.0
18298|DEN?ZL?/BOZKURT|2018|4|5.2
18298|DEN?ZL?/BOZKURT|2018|5|59.6
18298|DEN?ZL?/BOZKURT|2018|6|81.0
18298|DEN?ZL?/BOZKURT|2018|7|3.5
18298|DEN?ZL?/BOZKURT|2018|8|34.5
18298|DEN?ZL?/BOZKURT|2018|9|4.6
18298|DEN?ZL?/BOZKURT|2018|10|23.6
18298|DEN?ZL?/BOZKURT|2018|11|25.4
18298|DEN?ZL?/BOZKURT|2018|12|86.8
18298|DEN?ZL?/BOZKURT|2018|13|449.0
18298|DEN?ZL?/BOZKURT|2019|1|46.2
18298|DEN?ZL?/BOZKURT|2019|2|19.3
18298|DEN?ZL?/BOZKURT|2019|3|15.1
18298|DEN?ZL?/BOZKURT|2019|4|37.5
18298|DEN?ZL?/BOZKURT|2019|5|36.6
18298|DEN?ZL?/BOZKURT|2019|6|70.4
18298|DEN?ZL?/BOZKURT|2019|7|23.5
18298|DEN?ZL?/BOZKURT|2019|8|0.8
18298|DEN?ZL?/BOZKURT|2019|9|13.3
18298|DEN?ZL?/BOZKURT|2019|10|0.2
18298|DEN?ZL?/BOZKURT|2019|11|10.2
18298|DEN?ZL?/BOZKURT|2019|12|67.4
18298|DEN?ZL?/BOZKURT|2019|13|340.5
18298|DEN?ZL?/BOZKURT|2020|1|31.2
18298|DEN?ZL?/BOZKURT|2020|2|62.0
18298|DEN?ZL?/BOZKURT|2020|3|31.2
18298|DEN?ZL?/BOZKURT|2020|4|28.0
18298|DEN?ZL?/BOZKURT|2020|5|103.1
18298|DEN?ZL?/BOZKURT|2020|6|2.4
18298|DEN?ZL?/BOZKURT|2020|7|16.9
18298|DEN?ZL?/BOZKURT|2020|8|18.9
18298|DEN?ZL?/BOZKURT|2020|9|3.7
18298|DEN?ZL?/BOZKURT|2020|10|51.2
18298|DEN?ZL?/BOZKURT|2020|11|34.2
18298|DEN?ZL?/BOZKURT|2020|12|11.1
18298|DEN?ZL?/BOZKURT|2020|13|393.9
18298|DEN?ZL?/BOZKURT|2021|1|61.4
18298|DEN?ZL?/BOZKURT|2021|2|6.1
18298|DEN?ZL?/BOZKURT|2021|3|51.6
18298|DEN?ZL?/BOZKURT|2021|4|12.7
18298|DEN?ZL?/BOZKURT|2021|5|0.4
18298|DEN?ZL?/BOZKURT|2021|6|58.8
18822|BAYINDIR / ?INARD?B? K?Y?|2016|11|141.3
18822|BAYINDIR / ?INARD?B? K?Y?|2016|12|17.1
18822|BAYINDIR / ?INARD?B? K?Y?|2017|1|359.7
18822|BAYINDIR / ?INARD?B? K?Y?|2017|2|72.7
18822|BAYINDIR / ?INARD?B? K?Y?|2017|3|81.8
18822|BAYINDIR / ?INARD?B? K?Y?|2017|4|73.9
18822|BAYINDIR / ?INARD?B? K?Y?|2017|5|18.5
18822|BAYINDIR / ?INARD?B? K?Y?|2017|6|5.9
18822|BAYINDIR / ?INARD?B? K?Y?|2017|7|0.0
18822|BAYINDIR / ?INARD?B? K?Y?|2017|8|2.5
18822|BAYINDIR / ?INARD?B? K?Y?|2017|9|3.2
18822|BAYINDIR / ?INARD?B? K?Y?|2017|10|44.2
18822|BAYINDIR / ?INARD?B? K?Y?|2017|11|92.4
18822|BAYINDIR / ?INARD?B? K?Y?|2017|12|222.2
18822|BAYINDIR / ?INARD?B? K?Y?|2017|13|977.0
18822|BAYINDIR / ?INARD?B? K?Y?|2018|1|134.0
18822|BAYINDIR / ?INARD?B? K?Y?|2018|2|165.1
18822|BAYINDIR / ?INARD?B? K?Y?|2018|3|104.9
18822|BAYINDIR / ?INARD?B? K?Y?|2018|4|7.2
18822|BAYINDIR / ?INARD?B? K?Y?|2018|5|31.5
18822|BAYINDIR / ?INARD?B? K?Y?|2018|6|54.4
18822|BAYINDIR / ?INARD?B? K?Y?|2018|7|46.4
18822|BAYINDIR / ?INARD?B? K?Y?|2018|8|0.9
18822|BAYINDIR / ?INARD?B? K?Y?|2018|9|24.7
18822|BAYINDIR / ?INARD?B? K?Y?|2018|10|49.3
18822|BAYINDIR / ?INARD?B? K?Y?|2018|11|65.9
18822|BAYINDIR / ?INARD?B? K?Y?|2018|12|136.5
18822|BAYINDIR / ?INARD?B? K?Y?|2018|13|820.8
18822|BAYINDIR / ?INARD?B? K?Y?|2019|1|492.0
18822|BAYINDIR / ?INARD?B? K?Y?|2019|2|128.6
18822|BAYINDIR / ?INARD?B? K?Y?|2019|3|93.9
18822|BAYINDIR / ?INARD?B? K?Y?|2019|4|118.5
18822|BAYINDIR / ?INARD?B? K?Y?|2019|5|11.8
18822|BAYINDIR / ?INARD?B? K?Y?|2019|6|67.3
18822|BAYINDIR / ?INARD?B? K?Y?|2019|7|8.1
18822|BAYINDIR / ?INARD?B? K?Y?|2019|8|0.0
18822|BAYINDIR / ?INARD?B? K?Y?|2019|9|22.6
18822|BAYINDIR / ?INARD?B? K?Y?|2019|10|69.3
18822|BAYINDIR / ?INARD?B? K?Y?|2019|11|93.6
18822|BAYINDIR / ?INARD?B? K?Y?|2019|12|123.5
18822|BAYINDIR / ?INARD?B? K?Y?|2019|13|1229.2
18822|BAYINDIR / ?INARD?B? K?Y?|2020|1|98.7
18822|BAYINDIR / ?INARD?B? K?Y?|2020|2|137.7
18822|BAYINDIR / ?INARD?B? K?Y?|2020|3|84.5
18822|BAYINDIR / ?INARD?B? K?Y?|2020|4|46.7
18822|BAYINDIR / ?INARD?B? K?Y?|2020|5|105.0
18822|BAYINDIR / ?INARD?B? K?Y?|2020|6|24.6
18822|BAYINDIR / ?INARD?B? K?Y?|2020|7|0.0
18822|BAYINDIR / ?INARD?B? K?Y?|2020|8|0.3
18822|BAYINDIR / ?INARD?B? K?Y?|2020|9|0.7
18822|BAYINDIR / ?INARD?B? K?Y?|2020|10|30.8
18822|BAYINDIR / ?INARD?B? K?Y?|2020|11|3.8
18822|BAYINDIR / ?INARD?B? K?Y?|2020|12|213.3
18822|BAYINDIR / ?INARD?B? K?Y?|2020|13|746.1
18822|BAYINDIR / ?INARD?B? K?Y?|2021|1|203.9
18822|BAYINDIR / ?INARD?B? K?Y?|2021|2|124.2
18822|BAYINDIR / ?INARD?B? K?Y?|2021|3|193.3
18822|BAYINDIR / ?INARD?B? K?Y?|2021|4|31.2
18822|BAYINDIR / ?INARD?B? K?Y?|2021|5|1.1
18822|BAYINDIR / ?INARD?B? K?Y?|2021|6|19.2
